Z,N,Name,Exceso_masa_keV,Lifetime
28,43,71Ni,-5.54E+4,2.23
28,43,71Ni,-5.49e+04,2.24e+00
28,26,54Ni,-3.92E+4,4.65
28,27,55Ni,-4.53E+4,7.05E-1
28,24,52Ni,-2.25E+4,8.29E+1
28,25,53Ni,-2.96E+4,2.51E+1
28,28,56Ni,-5.39E+4,3.99E-1
28,29,57Ni,-5.60E+4,5.66E-1
28,22,50Ni,-3.46E+3,5.00E+2
28,23,51Ni,-1.16E+4,5.00E+2
28,20,48Ni,1.81E+4,4.24E+2
28,21,49Ni,8.53E+3,6.00E+2
29,28,57Cu,-4.73E+4,5.01E-1
29,27,56Cu,-3.86E+4,6.39
29,26,55Cu,-3.16E+4,1.55E+2
29,25,54Cu,-2.12E+4,4.00E+2
29,29,58Cu,-5.16E+4,5.64E-1
29,24,53Cu,-1.31E+4,5.00E+2
29,39,68Cu,-6.55E+4,1.58
29,39,68Cu,-6.48e+04,1.58e+00
29,38,67Cu,-6.73E+4,8.92E-1
29,37,66Cu,-6.62E+4,6.49E-1
29,36,65Cu,-6.72E+4,6.43E-1
29,31,60Cu,-5.83E+4,1.61
29,30,59Cu,-5.63E+4,5.28E-1
29,35,64Cu,-6.54E+4,4.27E-1
29,34,63Cu,-6.55E+4,4.26E-1
29,33,62Cu,-6.27E+4,6.37E-1
29,32,61Cu,-6.19E+4,9.51E-1
29,49,78Cu,-4.47E+4,1.33E+1
29,48,77Cu,-4.88E+4,1.21
29,47,76Cu,-5.09E+4,9.13E-1
29,42,71Cu,-6.27E+4,1.49
29,41,70Cu,-6.29E+4,1.08
29,41,70Cu,-6.29e+04,1.08e+00
29,41,70Cu,-6.27e+04,1.08e+00
29,40,69Cu,-6.57E+4,1.39
29,46,75Cu,-5.44E+4,7.18E-1
29,45,74Cu,-5.60E+4,6.14
29,44,73Cu,-5.89E+4,1.94
29,43,72Cu,-5.97E+4,1.39
29,53,82Cu,-2.57E+4,4.00E+2
29,52,81Cu,-3.19E+4,3.00E+2
29,51,80Cu,-3.66E+4,3.00E+2
29,50,79Cu,-4.24E+4,1.04E+2
29,54,83Cu,-2.03E+4,5.00E+2
30,28,58Zn,-4.22E+4,5.00E+1
30,27,57Zn,-3.25E+4,2.00E+2
30,29,59Zn,-4.72E+4,7.59E-1
30,24,54Zn,-5.70E+3,2.17E+2
30,26,56Zn,-2.53E+4,4.00E+2
30,25,55Zn,-1.42E+4,4.00E+2
30,53,83Zn,-3.62E+4,3.00E+2
30,52,82Zn,-4.23E+4,3.07
30,55,85Zn,-2.51E+4,5.00E+2
30,54,84Zn,-3.18E+4,4.00E+2
30,51,81Zn,-4.61E+4,5.03
30,50,80Zn,-5.16E+4,2.58
30,42,72Zn,-6.81E+4,2.14
30,41,71Zn,-6.73E+4,2.65
30,41,71Zn,-6.72e+04,2.65e+00
30,44,74Zn,-6.57E+4,2.51
30,43,73Zn,-6.55E+4,1.86
30,40,70Zn,-6.95E+4,1.91
30,49,79Zn,-5.34E+4,2.22
30,49,79Zn,-5.23e+04,2.23e+00
30,46,76Zn,-6.23E+4,1.45
30,45,75Zn,-6.25E+4,1.95
30,48,78Zn,-5.74E+4,1.94
30,47,77Zn,-5.87E+4,1.97
30,47,77Zn,-5.80e+04,1.97e+00
30,31,61Zn,-5.63E+4,1.58E+1
30,30,60Zn,-5.41E+4,5.48E-1
30,33,63Zn,-6.22E+4,1.56
30,32,62Zn,-6.11E+4,6.15E-1
30,39,69Zn,-6.84E+4,7.95E-1
30,39,69Zn,-6.80e+04,7.95e-01
30,38,68Zn,-7.00E+4,7.78E-1
30,35,65Zn,-6.59E+4,6.46E-1
30,34,64Zn,-6.60E+4,6.44E-1
30,37,67Zn,-6.78E+4,7.55E-1
30,36,66Zn,-6.88E+4,7.44E-1
31,54,85Ga,-3.97E+4,3.72E+1
31,53,84Ga,-4.40E+4,2.98E+1
31,56,87Ga,-2.88E+4,5.00E+2
31,55,86Ga,-3.37E+4,4.00E+2
31,50,81Ga,-5.76E+4,3.26
31,52,83Ga,-4.92E+4,2.61
31,51,82Ga,-5.29E+4,2.42
31,43,74Ga,-6.80E+4,2.99
31,43,74Ga,-6.80e+04,2.99e+00
31,42,73Ga,-6.96E+4,1.67
31,45,76Ga,-6.62E+4,1.95
31,44,75Ga,-6.84E+4,6.71E-1
31,41,72Ga,-6.85E+4,8.18E-1
31,40,71Ga,-7.01E+4,8.11E-1
31,47,78Ga,-6.37E+4,1.05
31,46,77Ga,-6.59E+4,2.42
31,49,80Ga,-5.92E+4,2.89
31,49,80Ga,-5.92e+04,2.89e+00
31,48,79Ga,-6.25E+4,1.20
31,32,63Ga,-5.65E+4,1.30
31,31,62Ga,-5.19E+4,6.37E-1
31,34,65Ga,-6.26E+4,7.91E-1
31,33,64Ga,-5.88E+4,1.42
31,30,61Ga,-4.71E+4,3.79E+1
31,39,70Ga,-6.89E+4,1.20
31,36,67Ga,-6.68E+4,1.17
31,35,66Ga,-6.37E+4,1.09
31,38,69Ga,-6.93E+4,1.19
31,37,68Ga,-6.70E+4,1.43
31,29,60Ga,-3.95E+4,2.00E+2
31,28,59Ga,-3.37E+4,1.70E+2
32,45,77Ge,-7.12E+4,5.30E-2
32,45,77Ge,-7.11e+04,5.30e-02
32,46,78Ge,-7.18E+4,3.53
32,43,75Ge,-7.18E+4,5.20E-2
32,43,75Ge,-7.17e+04,5.20e-02
32,44,76Ge,-7.32E+4,1.80E-2
32,41,73Ge,-7.12E+4,5.70E-2
32,41,73Ge,-7.12e+04,5.70e-02
32,42,74Ge,-7.34E+4,1.30E-2
32,40,72Ge,-7.25E+4,7.60E-2
32,49,81Ge,-6.62E+4,2.05
32,49,81Ge,-6.56e+04,2.06e+00
32,47,79Ge,-6.95E+4,3.71E+1
32,47,79Ge,-6.93e+04,3.72e+01
32,48,80Ge,-6.95E+4,2.05
32,34,66Ge,-6.16E+4,2.40
32,35,67Ge,-6.26E+4,4.31
32,32,64Ge,-5.43E+4,3.72
32,33,65Ge,-5.64E+4,2.16
32,30,62Ge,-4.21E+4,1.40E+2
32,31,63Ge,-4.69E+4,3.72E+1
32,38,70Ge,-7.05E+4,8.20E-1
32,39,71Ge,-6.99E+4,8.15E-1
32,36,68Ge,-6.69E+4,1.87
32,37,69Ge,-6.71E+4,1.31
32,29,61Ge,-3.37E+4,3.00E+2
32,27,59Ge,-1.63E+4,4.00E+2
32,28,60Ge,-2.75E+4,3.00E+2
32,56,88Ge,-3.95E+4,4.00E+2
32,57,89Ge,-3.30E+4,4.00E+2
32,54,86Ge,-4.93E+4,4.37E+2
32,55,87Ge,-4.35E+4,3.00E+2
32,52,84Ge,-5.81E+4,3.17
32,53,85Ge,-5.31E+4,3.72
32,50,82Ge,-6.54E+4,2.24
32,51,83Ge,-6.09E+4,2.42
32,58,90Ge,-2.84E+4,5.00E+2
33,50,83As,-6.96E+4,2.79
33,57,90As,-4.09E+4,4.00E+2
33,58,91As,-3.65E+4,4.00E+2
33,55,88As,-5.04E+4,2.00E+2
33,56,89As,-4.65E+4,3.00E+2
33,53,86As,-5.89E+4,3.45
33,54,87As,-5.56E+4,2.98
33,51,84As,-6.58E+4,3.17
33,52,85As,-6.31E+4,3.07
33,59,92As,-3.03E+4,5.00E+2
33,46,79As,-7.36E+4,5.32
33,47,80As,-7.22E+4,3.33
33,44,77As,-7.39E+4,1.69
33,45,78As,-7.28E+4,9.77
33,42,75As,-7.30E+4,8.84E-1
33,43,76As,-7.22E+4,8.86E-1
33,40,73As,-7.09E+4,3.85
33,41,74As,-7.08E+4,1.69
33,48,81As,-7.25E+4,2.64
33,49,82As,-7.01E+4,3.72
33,49,82As,-7.00e+04,3.73e+00
33,35,68As,-5.88E+4,1.84
33,36,69As,-6.31E+4,3.19E+1
33,33,66As,-5.20E+4,5.68
33,34,67As,-5.65E+4,4.43E-1
33,31,64As,-3.95E+4,2.03E+2
33,32,65As,-4.69E+4,8.47E+1
33,30,63As,-3.35E+4,2.00E+2
33,39,72As,-6.82E+4,4.08
33,37,70As,-6.43E+4,1.39
33,38,71As,-6.78E+4,4.16
34,61,95Se,-3.04E+4,5.00E+2
34,60,94Se,-3.68E+4,5.00E+2
34,50,84Se,-7.59E+4,1.96
34,51,85Se,-7.24E+4,2.61
34,58,92Se,-4.67E+4,4.00E+2
34,59,93Se,-4.08E+4,4.00E+2
34,56,90Se,-5.58E+4,3.29E+2
34,57,91Se,-5.05E+4,4.33E+2
34,54,88Se,-6.38E+4,3.35
34,55,89Se,-5.89E+4,3.72
34,52,86Se,-7.05E+4,2.52
34,53,87Se,-6.64E+4,2.24
34,40,74Se,-7.22E+4,1.50E-2
34,47,81Se,-7.63E+4,9.77E-1
34,47,81Se,-7.63e+04,9.77e-01
34,48,82Se,-7.75E+4,4.66E-1
34,45,79Se,-7.59E+4,2.23E-1
34,45,79Se,-7.58e+04,2.23e-01
34,46,80Se,-7.77E+4,9.47E-1
34,43,77Se,-7.45E+4,6.20E-2
34,43,77Se,-7.44e+04,6.20e-02
34,44,78Se,-7.70E+4,1.79E-1
34,41,75Se,-7.21E+4,7.30E-2
34,42,76Se,-7.52E+4,1.60E-2
34,49,83Se,-7.53E+4,3.03
34,49,83Se,-7.51e+04,3.04e+00
34,36,70Se,-6.19E+4,1.58
34,37,71Se,-6.31E+4,2.79
34,34,68Se,-5.41E+4,4.96E-1
34,35,69Se,-5.64E+4,1.49
34,32,66Se,-4.16E+4,2.00E+2
34,33,67Se,-4.65E+4,6.70E+1
34,30,64Se,-2.68E+4,5.00E+2
34,31,65Se,-3.30E+4,3.00E+2
34,38,72Se,-6.78E+4,1.95
34,39,73Se,-6.82E+4,7.42
34,39,73Se,-6.82e+04,7.42e+00
34,29,63Se,-1.68E+4,5.00E+2
35,63,98Br,-2.80E+4,4.00E+2
35,62,97Br,-3.40E+4,4.00E+2
35,61,96Br,-3.82E+4,3.00E+2
35,60,95Br,-4.38E+4,3.00E+2
35,52,87Br,-7.38E+4,3.17
35,51,86Br,-7.56E+4,3.07
35,50,85Br,-7.85E+4,3.07
35,59,94Br,-4.76E+4,2.00E+2
35,58,93Br,-5.28E+4,4.30E+2
35,57,92Br,-5.62E+4,6.70
35,56,91Br,-6.11E+4,3.54
35,55,90Br,-6.40E+4,3.35
35,54,89Br,-6.82E+4,3.26
35,53,88Br,-7.07E+4,3.17
35,41,76Br,-7.02E+4,9.32
35,41,76Br,-7.02e+04,9.32e+00
35,40,75Br,-6.91E+4,4.28
35,49,84Br,-7.77E+4,2.57E+1
35,49,84Br,-7.75e+04,2.57e+01
35,48,83Br,-7.90E+4,3.79
35,47,82Br,-7.74E+4,9.71E-1
35,47,82Br,-7.75e+04,9.71e-01
35,46,81Br,-7.79E+4,9.78E-1
35,45,80Br,-7.58E+4,9.93E-1
35,45,80Br,-7.58e+04,9.93e-01
35,44,79Br,-7.60E+4,1.00
35,44,79Br,-7.59e+04,1.00e+00
35,43,78Br,-7.34E+4,3.58
35,42,77Br,-7.32E+4,2.81
35,42,77Br,-7.31e+04,2.81e+00
35,38,73Br,-6.36E+4,6.74
35,37,72Br,-5.90E+4,1.02
35,37,72Br,-5.90e+04,1.02e+00
35,36,71Br,-5.65E+4,5.40
35,35,70Br,-5.14E+4,1.49E+1
35,35,70Br,-4.91e+04,1.49e+01
35,34,69Br,-4.62E+4,4.20E+1
35,33,68Br,-3.87E+4,2.59E+2
35,39,74Br,-6.52E+4,5.83
35,39,74Br,-6.53e+04,5.83e+00
36,64,100Kr,-3.44E+4,4.00E+2
36,63,99Kr,-3.84E+4,4.00E+2
36,62,98Kr,-4.41E+4,3.00E+2
36,61,97Kr,-4.74E+4,1.30E+2
36,60,96Kr,-5.30E+4,1.92E+1
36,65,101Kr,-2.85E+4,5.00E+2
36,53,89Kr,-7.65E+4,2.14
36,52,88Kr,-7.96E+4,2.60
36,51,87Kr,-8.07E+4,2.46E-1
36,50,86Kr,-8.32E+4,3.72E-3
36,59,95Kr,-5.61E+4,1.86E+1
36,58,94Kr,-6.13E+4,1.21E+1
36,57,93Kr,-6.41E+4,2.51
36,56,92Kr,-6.87E+4,2.70
36,55,91Kr,-7.09E+4,2.23
36,54,90Kr,-7.49E+4,1.86
36,42,78Kr,-7.41E+4,3.07E-1
36,41,77Kr,-7.01E+4,1.95
36,40,76Kr,-6.90E+4,4.01
36,49,85Kr,-8.14E+4,2.00
36,49,85Kr,-8.12e+04,2.00e+00
36,48,84Kr,-8.24E+4,3.82E-3
36,47,83Kr,-7.99E+4,8.99E-3
36,47,83Kr,-7.99e+04,9.00e-03
36,46,82Kr,-8.05E+4,5.51E-3
36,45,81Kr,-7.76E+4,1.07
36,45,81Kr,-7.75e+04,1.07e+00
36,44,80Kr,-7.78E+4,6.95E-1
36,43,79Kr,-7.44E+4,3.48
36,43,79Kr,-7.43e+04,3.48e+00
36,31,67Kr,-1.55E+4,4.24E+2
36,39,75Kr,-6.43E+4,8.10
36,38,74Kr,-6.23E+4,2.01
36,37,73Kr,-5.65E+4,6.57
36,36,72Kr,-5.39E+4,8.01
36,35,71Kr,-4.63E+4,1.28E+2
36,34,70Kr,-4.11E+4,2.00E+2
36,33,69Kr,-3.21E+4,3.00E+2
36,32,68Kr,-2.56E+4,5.00E+2
37,55,92Rb,-7.47E+4,6.12
37,56,93Rb,-7.26E+4,7.83
37,57,94Rb,-6.85E+4,2.02
37,58,95Rb,-6.58E+4,2.02E+1
37,59,96Rb,-6.13E+4,3.35
37,50,87Rb,-8.45E+4,6.00E-3
37,51,88Rb,-8.26E+4,1.59E-1
37,52,89Rb,-8.17E+4,5.42
37,53,90Rb,-7.93E+4,6.45
37,53,90Rb,-7.93e+04,6.45e+00
37,54,91Rb,-7.77E+4,7.80
37,44,81Rb,-7.54E+4,4.90
37,44,81Rb,-7.54e+04,4.90e+00
37,45,82Rb,-7.61E+4,3.00
37,45,82Rb,-7.61e+04,3.01e+00
37,46,83Rb,-7.90E+4,2.32
37,47,84Rb,-7.97E+4,2.19
37,47,84Rb,-7.93e+04,2.19e+00
37,48,85Rb,-8.21E+4,5.00E-3
37,49,86Rb,-8.27E+4,2.00E-1
37,49,86Rb,-8.22e+04,2.00e-01
37,40,77Rb,-6.48E+4,1.30
37,41,78Rb,-6.69E+4,3.23
37,41,78Rb,-6.68e+04,3.24e+00
37,42,79Rb,-7.08E+4,1.94
37,43,80Rb,-7.21E+4,1.86
37,35,72Rb,-3.83E+4,5.00E+2
37,36,73Rb,-4.60E+4,4.07E+1
37,37,74Rb,-5.19E+4,3.02
37,38,75Rb,-5.72E+4,1.18
37,39,76Rb,-6.04E+4,9.38E-1
37,66,103Rb,-3.31E+4,4.00E+2
37,67,104Rb,-2.74E+4,5.00E+2
37,60,97Rb,-5.85E+4,1.91
37,61,98Rb,-5.43E+4,1.60E+1
37,61,98Rb,-5.43e+04,1.61e+01
37,62,99Rb,-5.11E+4,4.03
37,63,100Rb,-4.62E+4,1.31E+1
37,64,101Rb,-4.25E+4,2.04E+1
37,65,102Rb,-3.72E+4,8.29E+1
38,67,105Sr,-3.81E+4,5.00E+2
38,68,106Sr,-3.43E+4,6.00E+2
38,69,107Sr,-2.82E+4,7.00E+2
38,60,98Sr,-6.64E+4,3.22
38,61,99Sr,-6.25E+4,4.73
38,62,100Sr,-5.98E+4,6.91
38,63,101Sr,-5.53E+4,8.48
38,64,102Sr,-5.21E+4,6.70E+1
38,65,103Sr,-4.72E+4,2.00E+2
38,66,104Sr,-4.37E+4,3.00E+2
38,56,94Sr,-7.88E+4,1.66
38,57,95Sr,-7.51E+4,5.81
38,58,96Sr,-7.29E+4,8.46
38,59,97Sr,-6.85E+4,3.38
38,50,88Sr,-8.79E+4,5.61E-3
38,51,89Sr,-8.62E+4,9.20E-2
38,52,90Sr,-8.59E+4,1.44
38,53,91Sr,-8.36E+4,5.45
38,54,92Sr,-8.28E+4,3.42
38,55,93Sr,-8.00E+4,7.55
38,45,83Sr,-7.67E+4,6.83
38,45,83Sr,-7.65e+04,6.83e+00
38,46,84Sr,-8.06E+4,1.24
38,47,85Sr,-8.11E+4,2.81
38,47,85Sr,-8.09e+04,2.81e+00
38,48,86Sr,-8.45E+4,5.24E-3
38,49,87Sr,-8.48E+4,5.13E-3
38,49,87Sr,-8.45e+04,5.13e-03
38,40,78Sr,-6.31E+4,7.45
38,41,79Sr,-6.54E+4,7.42
38,42,80Sr,-7.03E+4,3.46
38,43,81Sr,-7.15E+4,3.12
38,44,82Sr,-7.60E+4,5.99
38,35,73Sr,-3.19E+4,4.01E+2
38,36,74Sr,-4.08E+4,1.00E+2
38,37,75Sr,-4.66E+4,2.20E+2
38,38,76Sr,-5.42E+4,3.44E+1
38,39,77Sr,-5.78E+4,7.91
39,69,108Y,-3.67E+4,6.00E+2
39,68,107Y,-4.19E+4,5.00E+2
39,61,100Y,-6.73E+4,1.11E+1
39,61,100Y,-6.72e+04,1.12e+01
39,60,99Y,-7.06E+4,6.61
39,63,102Y,-6.11E+4,4.08
39,63,102Y,-6.11E+4,4.08
39,62,101Y,-6.50E+4,7.08
39,65,104Y,-5.40E+4,2.00E+2
39,64,103Y,-5.84E+4,1.12E+1
39,67,106Y,-4.57E+4,5.00E+2
39,66,105Y,-5.05E+4,4.00E+2
39,70,109Y,-3.24E+4,7.00E+2
39,58,97Y,-7.61E+4,6.70
39,58,97Y,-7.54e+04,6.71e+00
39,58,97Y,-7.26e+04,6.71e+00
39,57,96Y,-7.83E+4,6.07
39,57,96Y,-7.68e+04,6.08e+00
39,59,98Y,-7.22E+4,7.91
39,59,98Y,-7.18e+04,7.92e+00
39,50,89Y,-8.77E+4,3.39E-1
39,50,89Y,-8.68e+04,3.39e-01
39,52,91Y,-8.63E+4,1.84
39,52,91Y,-8.58e+04,1.84e+00
39,51,90Y,-8.64E+4,3.54E-1
39,51,90Y,-8.58e+04,3.54e-01
39,54,93Y,-8.42E+4,1.04E+1
39,54,93Y,-8.35e+04,1.05e+01
39,53,92Y,-8.48E+4,9.12
39,56,95Y,-8.12E+4,6.77
39,55,94Y,-8.23E+4,6.38
39,47,86Y,-7.92E+4,1.41E+1
39,47,86Y,-7.91e+04,1.41e+01
39,46,85Y,-7.78E+4,1.89E+1
39,46,85Y,-7.78e+04,1.90e+01
39,49,88Y,-8.42E+4,1.50
39,48,87Y,-8.30E+4,1.12
39,48,87Y,-8.26e+04,1.13e+00
39,41,80Y,-6.11E+4,6.24
39,41,80Y,-6.09e+04,6.24e+00
39,40,79Y,-5.78E+4,8.01E+1
39,43,82Y,-6.80E+4,5.49
39,42,81Y,-6.57E+4,5.40
39,45,84Y,-7.38E+4,4.29
39,45,84Y,-7.38e+04,4.30e+00
39,44,83Y,-7.22E+4,1.86E+1
39,44,83Y,-7.21e+04,1.86e+01
39,38,77Y,-4.64E+4,2.03E+2
39,37,76Y,-3.82E+4,3.00E+2
39,39,78Y,-5.21E+4,2.98E+2
39,39,78Y,-5.21E+4,2.98E+2
40,69,109Zr,-4.57E+4,5.00E+2
40,68,108Zr,-5.09E+4,4.00E+2
40,67,107Zr,-5.40E+4,3.00E+2
40,66,106Zr,-5.87E+4,2.00E+2
40,61,101Zr,-7.31E+4,8.33
40,60,100Zr,-7.63E+4,8.14
40,65,105Zr,-6.14E+4,1.21E+1
40,64,104Zr,-6.57E+4,9.31
40,63,103Zr,-6.78E+4,9.22
40,62,102Zr,-7.15E+4,8.75
40,58,98Zr,-8.12E+4,8.44
40,57,97Zr,-8.29E+4,1.21E-1
40,56,96Zr,-8.54E+4,1.14E-1
40,55,95Zr,-8.56E+4,8.69E-1
40,59,99Zr,-7.76E+4,1.04E+1
40,50,90Zr,-8.87E+4,1.18E-1
40,50,90Zr,-8.65e+04,1.18e-01
40,54,94Zr,-8.72E+4,1.64E-1
40,53,93Zr,-8.71E+4,4.56E-1
40,52,92Zr,-8.84E+4,9.40E-2
40,51,91Zr,-8.78E+4,9.50E-2
40,47,87Zr,-7.93E+4,4.14
40,47,87Zr,-7.90e+04,4.15e+00
40,46,86Zr,-7.79E+4,3.56
40,45,85Zr,-7.31E+4,6.43
40,45,85Zr,-7.29e+04,6.43e+00
40,44,84Zr,-7.14E+4,5.49
40,49,89Zr,-8.48E+4,2.78
40,49,89Zr,-8.43e+04,2.78e+00
40,48,88Zr,-8.36E+4,5.40
40,43,83Zr,-6.59E+4,6.43
40,42,82Zr,-6.36E+4,1.58
40,41,81Zr,-5.75E+4,9.22E+1
40,40,80Zr,-5.47E+4,3.00E+2
40,39,79Zr,-4.67E+4,3.00E+2
40,38,78Zr,-4.08E+4,4.00E+2
40,37,77Zr,-3.16E+4,4.00E+2
40,72,112Zr,-3.24E+4,7.00E+2
40,71,111Zr,-3.64E+4,6.00E+2
40,70,110Zr,-4.22E+4,5.00E+2
40,73,113Zr,-2.63E+4,3.00E+2
41,73,114Nb,-3.49E+4,5.00E+2
41,72,113Nb,-4.02E+4,4.00E+2
41,71,112Nb,-4.40E+4,3.00E+2
41,70,111Nb,-4.89E+4,3.00E+2
41,75,116Nb,-2.52E+4,3.00E+2
41,74,115Nb,-3.08E+4,5.00E+2
41,69,110Nb,-5.23E+4,8.38E+2
41,69,110Nb,-5.23E+4,8.38E+2
41,68,109Nb,-5.66E+4,4.30E+2
41,67,108Nb,-5.95E+4,8.23
41,62,103Nb,-7.50E+4,3.93
41,61,102Nb,-7.62E+4,2.51
41,61,102Nb,-7.62e+04,2.51e+00
41,60,101Nb,-7.88E+4,3.74
41,66,107Nb,-6.37E+4,8.02
41,65,106Nb,-6.62E+4,1.41
41,64,105Nb,-6.99E+4,4.02
41,63,104Nb,-7.18E+4,1.78
41,63,104Nb,-7.16e+04,1.78e+00
41,59,100Nb,-7.97E+4,7.97
41,59,100Nb,-7.95e+04,7.98e+00
41,58,99Nb,-8.23E+4,1.20E+1
41,58,99Nb,-8.20e+04,1.20e+01
41,57,98Nb,-8.35E+4,5.00
41,57,98Nb,-8.34e+04,5.00e+00
41,56,97Nb,-8.56E+4,4.24
41,56,97Nb,-8.49e+04,4.24e+00
41,51,92Nb,-8.64E+4,1.78
41,51,92Nb,-8.63e+04,1.78e+00
41,50,91Nb,-8.66E+4,2.92
41,50,91Nb,-8.65e+04,2.93e+00
41,55,96Nb,-8.56E+4,1.47E-1
41,54,95Nb,-8.67E+4,5.08E-1
41,54,95Nb,-8.66e+04,5.08e-01
41,53,94Nb,-8.63E+4,1.49
41,53,94Nb,-8.63e+04,1.49e+00
41,52,93Nb,-8.72E+4,1.49
41,52,93Nb,-8.72e+04,1.49e+00
41,48,89Nb,-8.06E+4,2.36E+1
41,48,89Nb,-8.06e+04,2.36e+01
41,47,88Nb,-7.61E+4,5.78E+1
41,47,88Nb,-7.61E+4,5.78E+1
41,46,87Nb,-7.38E+4,6.80
41,46,87Nb,-7.39e+04,6.80e+00
41,45,86Nb,-6.91E+4,5.49
41,49,90Nb,-8.26E+4,3.31
41,49,90Nb,-8.25e+04,3.32e+00
41,40,81Nb,-4.63E+4,4.00E+2
41,44,85Nb,-6.62E+4,4.09
41,44,85Nb,-6.62E+4,4.09
41,43,84Nb,-6.11E+4,4.01E-1
41,42,83Nb,-5.76E+4,1.62E+2
41,41,82Nb,-5.18E+4,3.00E+2
42,70,112Mo,-5.74E+4,2.00E+2
42,75,117Mo,-3.56E+4,5.00E+2
42,76,118Mo,-3.23E+4,5.00E+2
42,77,119Mo,-2.65E+4,3.00E+2
42,71,113Mo,-5.26E+4,3.00E+2
42,72,114Mo,-4.96E+4,3.00E+2
42,73,115Mo,-4.45E+4,4.00E+2
42,74,116Mo,-4.12E+4,5.00E+2
42,68,110Mo,-6.45E+4,2.42E+1
42,69,111Mo,-5.99E+4,1.25E+1
42,69,111Mo,-5.99E+4,1.25E+1
42,64,106Mo,-7.61E+4,9.13
42,65,107Mo,-7.25E+4,9.22
42,66,108Mo,-7.07E+4,9.22
42,67,109Mo,-6.66E+4,1.11E+1
42,60,102Mo,-8.35E+4,8.30
42,61,103Mo,-8.09E+4,9.22
42,62,104Mo,-8.03E+4,8.91
42,63,105Mo,-7.73E+4,9.05
42,57,99Mo,-8.59E+4,2.29E-1
42,58,100Mo,-8.61E+4,3.01E-1
42,59,101Mo,-8.35E+4,3.08E-1
42,53,95Mo,-8.77E+4,1.23E-1
42,54,96Mo,-8.87E+4,1.20E-1
42,55,97Mo,-8.75E+4,1.65E-1
42,56,98Mo,-8.81E+4,1.74E-1
42,50,92Mo,-8.68E+4,1.57E-1
42,51,93Mo,-8.68E+4,1.81E-1
42,51,93Mo,-8.44e+04,1.81e-01
42,52,94Mo,-8.84E+4,1.41E-1
42,46,88Mo,-7.26E+4,3.81
42,47,89Mo,-7.50E+4,3.91
42,47,89Mo,-7.46e+04,3.91e+00
42,48,90Mo,-8.01E+4,3.46
42,49,91Mo,-8.22E+4,6.23
42,49,91Mo,-8.16e+04,6.24e+00
42,42,84Mo,-5.41E+4,2.98E+2
42,43,85Mo,-5.75E+4,1.58E+1
42,44,86Mo,-6.41E+4,2.93
42,45,87Mo,-6.68E+4,2.85
42,45,87Mo,-6.66e+04,2.86e+00
42,40,82Mo,-4.03E+4,4.00E+2
42,41,83Mo,-4.63E+4,4.01E+2
42,39,81Mo,-3.14E+4,5.00E+2
43,58,101Tc,-8.63E+4,2.40E+1
43,59,102Tc,-8.45E+4,9.16
43,59,102Tc,-8.45E+4,9.16
43,54,97Tc,-8.72E+4,4.11
43,54,97Tc,-8.71e+04,4.12e+00
43,55,98Tc,-8.64E+4,3.38
43,56,99Tc,-8.73E+4,9.08E-1
43,56,99Tc,-8.72e+04,9.08e-01
43,57,100Tc,-8.60E+4,1.35
43,50,93Tc,-8.36E+4,1.01
43,50,93Tc,-8.32e+04,1.01e+00
43,51,94Tc,-8.41E+4,4.07
43,51,94Tc,-8.41e+04,4.07e+00
43,52,95Tc,-8.60E+4,5.08
43,52,95Tc,-8.60e+04,5.08e+00
43,53,96Tc,-8.58E+4,5.14
43,53,96Tc,-8.58e+04,5.15e+00
43,47,90Tc,-7.07E+4,1.02
43,47,90Tc,-7.06e+04,1.02e+00
43,48,91Tc,-7.59E+4,2.36
43,48,91Tc,-7.58e+04,2.36e+00
43,49,92Tc,-7.89E+4,3.10
43,43,86Tc,-5.15E+4,3.00E+2
43,44,87Tc,-5.76E+4,4.19
43,45,88Tc,-6.16E+4,4.09
43,45,88Tc,-6.16e+04,4.10e+00
43,46,89Tc,-6.73E+4,3.81
43,46,89Tc,-6.73e+04,3.82e+00
43,42,85Tc,-4.58E+4,4.00E+2
43,70,113Tc,-6.28E+4,3.35
43,71,114Tc,-5.86E+4,4.33E+2
43,71,114Tc,-5.86E+4,4.33E+2
43,76,119Tc,-4.01E+4,5.00E+2
43,77,120Tc,-3.50E+4,5.00E+2
43,78,121Tc,-3.15E+4,5.00E+2
43,79,122Tc,-2.63E+4,3.00E+2
43,72,115Tc,-5.57E+4,1.96E+2
43,73,116Tc,-5.12E+4,2.98E+2
43,74,117Tc,-4.81E+4,4.00E+2
43,75,118Tc,-4.32E+4,4.00E+2
43,69,112Tc,-6.52E+4,5.51
43,60,103Tc,-8.46E+4,9.81
43,65,108Tc,-7.59E+4,8.76
43,66,109Tc,-7.42E+4,9.66
43,67,110Tc,-7.10E+4,9.49
43,68,111Tc,-6.90E+4,1.05E+1
43,61,104Tc,-8.24E+4,2.48E+1
43,62,105Tc,-8.22E+4,3.52E+1
43,63,106Tc,-7.97E+4,1.22E+1
43,64,107Tc,-7.87E+4,8.67
44,81,125Ru,-2.83E+4,3.00E+2
44,80,124Ru,-3.35E+4,6.00E+2
44,70,114Ru,-7.02E+4,3.55
44,72,116Ru,-6.40E+4,3.72
44,71,115Ru,-6.61E+4,2.51E+1
44,78,122Ru,-4.17E+4,5.00E+2
